기간	자치구	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관
기간	자치구	합계	한국은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	지방은행	특수은행	특수은행	특수은행	특수은행	기타	기타	기타	기타
기간	자치구	합계	한국은행	조흥은행	한국상업은행	제일은행	한일은행	서울은행	국민은행	한국외환은행	한국주택은행	신한은행	한국씨티은행	동화은행	동남은행	대동은행	하나은행	보람은행	평화은행	우리은행	지방은행	기업은행	농협중앙회	수협중앙회	한국산업은행	수출입은행	축협중앙회	장기신용은행	외국은행
2000	강동구	72	-	6	-	5	-	4	9	4	8	5	3	-	-	-	6	-	2	9	-	4	4	3	-	-	-	-	-
2001	합계	2,359	2	184	-	205	-	173	447	133	-	182	84	-	-	-	144	-	-	366	14	170	123	48	10	1	-	-	73
2001	종로구	161	-	11	-	12	-	12	31	11	-	11	3	-	-	-	6	-	-	25	2	8	7	2	1	-	-	-	19
2001	중구	249	1	17	-	19	-	14	40	12	-	21	6	-	-	-	15	-	-	38	3	14	9	3	-	-	-	-	37
2001	용산구	80	-	7	-	7	-	7	13	6	-	7	3	-	-	-	5	-	-	11	-	6	7	-	-	-	-	-	1
2001	성동구	60	-	7	-	9	-	5	11	1	-	2	5	-	-	-	2	-	-	8	-	6	3	1	-	-	-	-	-
2001	광진구	67	-	6	-	7	-	8	14	5	-	2	1	-	-	-	3	-	-	10	-	6	3	1	-	-	-	-	1
2001	동대문구	78	-	5	-	9	-	7	17	4	-	4	2	-	-	-	3	-	-	13	-	7	5	2	-	-	-	-	-
2001	중랑구	41	-	4	-	5	-	3	8	2	-	3	1	-	-	-	1	-	-	8	-	2	2	2	-	-	-	-	-
2001	성북구	66	-	6	-	6	-	7	17	4	-	1	1	-	-	-	4	-	-	11	-	5	4	-	-	-	-	-	-
2001	강북구	42	-	3	-	2	-	6	7	2	-	3	1	-	-	-	2	-	-	6	-	5	3	2	-	-	-	-	-
2001	도봉구	32	-	5	-	1	-	3	7	2	-	2	-	-	-	-	1	-	-	5	-	3	2	1	-	-	-	-	-
2001	노원구	71	-	5	-	4	-	5	16	1	-	6	3	-	-	-	3	-	-	11	-	7	8	1	1	-	-	-	-
2001	은평구	52	-	5	-	3	-	6	11	2	-	3	2	-	-	-	2	-	-	5	-	5	5	3	-	-	-	-	-
2001	서대문구	61	-	5	-	5	-	5	12	3	-	3	2	-	-	-	3	-	-	13	-	7	2	1	-	-	-	-	-
2001	마포구	84	-	7	-	7	-	11	15	6	-	6	2	-	-	-	4	-	-	12	-	6	4	3	1	-	-	-	-
2001	양천구	74	-	7	-	8	-	7	16	5	-	3	3	-	-	-	4	-	-	10	-	4	6	1	-	-	-	-	-
2001	강서구	63	-	7	-	3	-	4	13	3	-	8	2	-	-	-	4	-	-	9	-	4	3	3	-	-	-	-	-
2001	구로구	63	-	3	-	8	-	3	12	5	-	8	-	-	-	-	3	-	-	7	-	13	1	-	-	-	-	-	-
2001	금천구	43	-	3	-	3	-	4	6	1	-	4	-	-	-	-	1	-	-	8	-	7	4	1	1	-	-	-	-
2001	영등포구	150	-	10	-	14	-	9	26	8	-	14	5	-	-	-	9	-	-	24	3	12	7	4	2	-	-	-	3
2001	동작구	67	-	5	-	5	-	6	15	2	-	8	1	-	-	-	3	-	-	14	-	3	3	2	-	-	-	-	-
2001	관악구	61	-	4	-	6	-	4	14	2	-	3	2	-	-	-	2	-	-	13	-	6	3	2	-	-	-	-	-
2001	서초구	189	-	16	-	16	-	9	30	15	-	14	11	-	-	-	24	-	-	29	2	9	6	3	1	-	-	-	4
2001	강남구	304	1	24	-	27	-	15	54	20	-	31	21	-	-	-	22	-	-	44	4	15	14	2	2	1	-	-	7
2001	송파구	131	-	6	-	13	-	9	25	8	-	10	4	-	-	-	13	-	-	21	-	7	8	5	1	-	-	-	1
2001	강동구	70	-	6	-	6	-	4	17	3	-	5	3	-	-	-	5	-	-	11	-	3	4	3	-	-	-	-	-
2002	합계	2,413	2	223	-	203	-	-	501	135	-	187	87	-	-	-	319	-	-	340	14	173	119	47	10	1	-	-	52
2002	종로구	156	-	12	-	12	-	-	35	11	-	11	3	-	-	-	18	-	-	22	1	8	7	-	1	-	-	-	15
2002	중구	246	1	24	-	19	-	-	44	12	-	21	7	-	-	-	29	-	-	33	4	15	9	4	-	-	-	-	24
2002	용산구	80	-	8	-	7	-	-	13	6	-	7	3	-	-	-	12	-	-	11	-	6	7	-	-	-	-	-	-
2002	성동구	63	-	8	-	9	-	-	13	2	-	2	5	-	-	-	7	-	-	7	-	6	3	1	-	-	-	-	-
2002	광진구	70	-	7	-	7	-	-	16	5	-	4	1	-	-	-	9	-	-	10	-	6	3	1	-	-	-	-	1
2002	동대문구	81	-	6	-	9	-	-	20	4	-	4	2	-	-	-	10	-	-	12	-	7	5	2	-	-	-	-	-
2002	중랑구	42	-	4	-	5	-	-	9	2	-	3	1	-	-	-	4	-	-	8	-	2	2	2	-	-	-	-	-
2002	성북구	64	-	6	-	6	-	-	17	3	-	1	1	-	-	-	11	-	-	11	-	5	3	-	-	-	-	-	-
2002	강북구	44	-	3	-	2	-	-	8	2	-	3	1	-	-	-	8	-	-	6	-	6	3	2	-	-	-	-	-
2002	도봉구	33	-	5	-	1	-	-	7	2	-	2	-	-	-	-	5	-	-	5	-	3	2	1	-	-	-	-	-
2002	노원구	71	-	5	-	4	-	-	16	1	-	7	3	-	-	-	9	-	-	10	-	7	7	1	1	-	-	-	-
2002	은평구	49	-	5	-	3	-	-	11	2	-	3	1	-	-	-	7	-	-	5	-	5	4	3	-	-	-	-	-
2002	서대문구	61	-	5	-	5	-	-	13	3	-	3	2	-	-	-	8	-	-	11	-	7	3	1	-	-	-	-	-
2002	마포구	87	-	10	-	7	-	-	16	6	-	6	2	-	-	-	15	-	-	11	-	6	4	3	1	-	-	-	-
2002	양천구	75	-	8	-	8	-	-	17	5	-	3	3	-	-	-	11	-	-	10	-	4	5	1	-	-	-	-	-
2002	강서구	67	-	8	-	3	-	-	14	4	-	8	2	-	-	-	9	-	-	9	-	4	3	3	-	-	-	-	-
2002	구로구	65	-	4	-	8	-	-	14	5	-	8	-	-	-	-	6	-	-	7	-	12	1	-	-	-	-	-	-
2002	금천구	44	-	3	-	3	-	-	7	1	-	4	-	-	-	-	5	-	-	8	-	7	4	1	1	-	-	-	-
2002	영등포구	160	-	15	-	14	-	-	33	8	-	14	5	-	-	-	19	-	-	23	3	12	7	4	2	-	-	-	1
2002	동작구	69	-	6	-	5	-	-	17	2	-	9	1	-	-	-	9	-	-	12	-	3	3	2	-	-	-	-	-
2002	관악구	61	-	4	-	6	-	-	15	2	-	3	2	-	-	-	6	-	-	12	-	6	3	2	-	-	-	-	-
2002	서초구	198	-	19	-	15	-	-	35	15	-	15	12	-	-	-	33	-	-	28	2	9	7	3	1	-	-	-	4
2002	강남구	325	1	34	-	26	-	-	65	21	-	31	24	-	-	-	38	-	-	39	4	17	14	2	2	1	-	-	6
2002	송파구	130	-	8	-	13	-	-	27	8	-	10	3	-	-	-	22	-	-	19	-	7	6	5	1	-	-	-	1
2002	강동구	72	-	6	-	6	-	-	19	3	-	5	3	-	-	-	9	-	-	11	-	3	4	3	-	-	-	-	-
2003	합계	2,401	2	240	-	203	-	-	469	137	-	193	85	-	-	-	314	-	-	356	14	162	119	44	10	1	-	-	52
2003	종로구	157	-	15	-	13	-	-	33	11	-	11	3	-	-	-	16	-	-	23	1	8	7	-	1	-	-	-	15
2003	중구	236	1	24	-	18	-	-	38	10	-	22	7	-	-	-	28	-	-	35	4	13	9	4	-	-	-	-	23
2003	용산구	81	-	8	-	7	-	-	13	6	-	7	3	-	-	-	13	-	-	11	-	6	7	-	-	-	-	-	-
2003	성동구	65	-	9	-	9	-	-	13	2	-	2	5	-	-	-	8	-	-	7	-	6	3	1	-	-	-	-	-
2003	광진구	70	-	7	-	7	-	-	16	5	-	4	1	-	-	-	9	-	-	10	-	6	3	1	-	-	-	-	1
2003	동대문구	76	-	6	-	9	-	-	17	4	-	4	2	-	-	-	9	-	-	13	-	6	5	1	-	-	-	-	-
2003	중랑구	42	-	4	-	5	-	-	9	2	-	3	1	-	-	-	4	-	-	8	-	2	2	2	-	-	-	-	-
2003	성북구	67	-	6	-	6	-	-	17	4	-	1	1	-	-	-	12	-	-	13	-	4	3	-	-	-	-	-	-
2003	강북구	46	-	3	-	2	-	-	9	2	-	3	3	-	-	-	7	-	-	6	-	6	3	2	-	-	-	-	-
2003	도봉구	34	-	5	-	2	-	-	7	2	-	2	1	-	-	-	5	-	-	5	-	2	2	1	-	-	-	-	-
2003	노원구	66	-	5	-	3	-	-	14	1	-	7	1	-	-	-	9	-	-	11	-	6	7	1	1	-	-	-	-
2003	은평구	48	-	5	-	3	-	-	10	2	-	3	1	-	-	-	7	-	-	5	-	5	4	3	-	-	-	-	-
2003	서대문구	62	-	5	-	5	-	-	13	3	-	3	2	-	-	-	8	-	-	12	-	7	3	1	-	-	-	-	-
2003	마포구	88	-	10	-	8	-	-	16	6	-	6	2	-	-	-	15	-	-	11	-	6	4	3	1	-	-	-	-
2003	양천구	76	-	9	-	8	-	-	16	4	-	3	3	-	-	-	13	-	-	10	-	4	5	1	-	-	-	-	-
2003	강서구	66	-	11	-	3	-	-	12	5	-	7	2	-	-	-	6	-	-	10	-	4	3	3	-	-	-	-	-
2003	구로구	68	-	5	-	7	-	-	15	5	-	8	1	-	-	-	6	-	-	8	-	12	1	-	-	-	-	-	-
2003	금천구	46	-	3	-	3	-	-	7	1	-	4	-	-	-	-	6	-	-	9	-	7	4	1	1	-	-	-	-
2003	영등포구	154	-	15	-	14	-	-	31	7	-	13	4	-	-	-	18	-	-	23	3	12	7	4	2	-	-	-	1
2003	동작구	65	-	6	-	5	-	-	14	2	-	9	1	-	-	-	9	-	-	13	-	2	3	1	-	-	-	-	-
2003	관악구	65	-	6	-	5	-	-	14	2	-	9	1	-	-	-	9	-	-	13	-	2	3	1	-	-	-	-	-
2003	서초구	197	-	20	-	16	-	-	32	17	-	15	12	-	-	-	30	-	-	29	2	9	7	3	1	-	-	-	4
2003	강남구	318	1	38	-	26	-	-	62	23	-	31	12	-	-	-	37	-	-	41	4	17	14	2	2	1	-	-	7
2003	송파구	128	-	8	-	13	-	-	25	8	-	11	3	-	-	-	21	-	-	19	-	7	6	5	1	-	-	-	1
2003	강동구	80	-	7	-	6	-	-	16	3	-	5	13	-	-	-	9	-	-	11	-	3	4	3	-	-	-	-	-
2004	합계	2,400	2	239	-	206	-	-	471	137	-	197	88	-	-	-	303	-	-	356	14	163	122	48	10	1	-	-	43
2004	종로구	153	-	15	-	13	-	-	32	11	-	11	3	-	-	-	13	-	-	23	1	8	7	-	1	-	-	-	15
2004	중구	235	1	26	-	17	-	-	39	10	-	22	7	-	-	-	27	-	-	35	4	13	9	4	-	-	-	-	21
2004	용산구	83	-	8	-	7	-	-	13	6	-	7	3	-	-	-	14	-	-	12	-	6	7	-	-	-	-	-	-
2004	성동구	65	-	9	-	9	-	-	12	3	-	2	4	-	-	-	8	-	-	8	-	6	3	1	-	-	-	-	-
2004	광진구	69	-	7	-	7	-	-	16	5	-	4	1	-	-	-	9	-	-	10	-	5	3	1	-	-	-	-	1
2004	동대문구	75	-	6	-	9	-	-	16	4	-	4	1	-	-	-	8	-	-	14	-	6	5	2	-	-	-	-	-
2004	중랑구	42	-	4	-	6	-	-	9	2	-	3	1	-	-	-	4	-	-	7	-	2	2	2	-	-	-	-	-
2004	성북구	65	-	6	-	6	-	-	17	4	-	1	1	-	-	-	11	-	-	12	-	4	3	-	-	-	-	-	-
2004	강북구	44	-	3	-	2	-	-	9	2	-	3	1	-	-	-	7	-	-	6	-	6	3	2	-	-	-	-	-
2004	도봉구	34	-	4	-	3	-	-	7	2	-	2	1	-	-	-	5	-	-	5	-	2	2	1	-	-	-	-	-
2004	노원구	70	-	5	-	3	-	-	15	1	-	7	3	-	-	-	9	-	-	12	-	6	7	1	1	-	-	-	-
2004	은평구	48	-	5	-	3	-	-	10	2	-	3	1	-	-	-	7	-	-	5	-	5	4	3	-	-	-	-	-
2004	서대문구	62	-	5	-	5	-	-	13	3	-	3	2	-	-	-	8	-	-	12	-	7	3	1	-	-	-	-	-
2004	마포구	86	-	10	-	8	-	-	15	6	-	6	2	-	-	-	14	-	-	11	-	6	4	3	1	-	-	-	-
2004	양천구	77	-	9	-	9	-	-	16	5	-	3	3	-	-	-	12	-	-	10	-	4	5	1	-	-	-	-	-
2004	강서구	70	-	12	-	3	-	-	13	5	-	8	2	-	-	-	6	-	-	10	-	4	3	4	-	-	-	-	-
2004	구로구	68	-	5	-	6	-	-	14	5	-	9	1	-	-	-	6	-	-	9	-	11	2	-	-	-	-	-	-
2004	금천구	45	-	3	-	3	-	-	6	1	-	4	-	-	-	-	6	-	-	8	-	7	4	2	1	-	-	-	-
2004	영등포구	154	-	16	-	15	-	-	31	5	-	14	4	-	-	-	18	-	-	23	3	12	7	4	2	-	-	-	-
2004	동작구	65	-	6	-	5	-	-	13	2	-	10	1	-	-	-	9	-	-	13	-	2	3	1	-	-	-	-	-
2004	관악구	59	-	4	-	5	-	-	15	3	-	3	2	-	-	-	5	-	-	12	-	5	3	2	-	-	-	-	-
2004	서초구	198	-	20	-	17	-	-	33	16	-	18	13	-	-	-	29	-	-	28	2	9	7	3	1	-	-	-	2
2004	강남구	335	1	37	-	26	-	-	65	23	-	33	25	-	-	-	38	-	-	41	4	17	16	2	2	1	-	-	4
2004	송파구	129	-	8	-	13	-	-	26	8	-	12	3	-	-	-	21	-	-	19	-	7	6	5	1	-	-	-	-
2004	강동구	69	-	6	-	6	-	-	16	3	-	5	3	-	-	-	9	-	-	11	-	3	4	3	-	-	-	-	-
2005	합계	2,410	2	241	-	206	-	-	450	138	-	210	104	-	-	-	306	-	-	375	15	169	131	50	12	1	-	-	-
2005	종로구	136	-	14	-	12	-	-	29	11	-	11	4	-	-	-	14	-	-	23	1	8	7	1	1	-	-	-	-
2005	중구	219	1	27	-	16	-	-	38	11	-	22	10	-	-	-	27	-	-	35	5	14	9	4	-	-	-	-	-
2005	용산구	83	-	8	-	7	-	-	12	6	-	7	3	-	-	-	13	-	-	13	-	6	8	-	-	-	-	-	-
2005	성동구	64	-	9	-	9	-	-	10	3	-	2	4	-	-	-	8	-	-	8	-	6	4	1	-	-	-	-	-
2005	광진구	69	-	8	-	7	-	-	15	5	-	4	2	-	-	-	9	-	-	11	-	5	3	-	-	-	-	-	-
2005	동대문구	74	-	6	-	9	-	-	15	4	-	4	1	-	-	-	8	-	-	14	-	6	5	2	-	-	-	-	-
2005	중랑구	41	-	4	-	6	-	-	8	2	-	3	1	-	-	-	4	-	-	7	-	2	2	2	-	-	-	-	-
2005	성북구	63	-	6	-	6	-	-	13	3	-	3	1	-	-	-	12	-	-	12	-	4	3	-	-	-	-	-	-
2005	강북구	44	-	3	-	2	-	-	8	2	-	3	1	-	-	-	7	-	-	7	-	6	3	2	-	-	-	-	-
2005	도봉구	35	-	4	-	3	-	-	7	2	-	3	1	-	-	-	5	-	-	5	-	2	2	1	-	-	-	-	-
2005	노원구	70	-	5	-	3	-	-	14	1	-	7	3	-	-	-	9	-	-	12	-	6	8	1	1	-	-	-	-
2005	은평구	48	-	5	-	3	-	-	10	2	-	3	1	-	-	-	7	-	-	5	-	5	4	3	-	-	-	-	-
2005	서대문구	61	-	5	-	5	-	-	12	3	-	3	2	-	-	-	8	-	-	13	-	7	3	-	-	-	-	-	-
2005	마포구	92	-	10	-	8	-	-	15	6	-	7	4	-	-	-	14	-	-	12	-	6	5	4	1	-	-	-	-
2005	양천구	79	-	9	-	9	-	-	16	5	-	3	3	-	-	-	12	-	-	10	-	4	6	1	1	-	-	-	-
2005	강서구	72	-	12	-	3	-	-	12	5	-	9	2	-	-	-	6	-	-	10	-	5	4	4	-	-	-	-	-
2005	구로구	68	-	5	-	6	-	-	14	5	-	9	1	-	-	-	6	-	-	9	-	11	2	-	-	-	-	-	-
2005	금천구	53	-	3	-	3	-	-	9	1	-	5	-	-	-	-	7	-	-	9	-	8	5	2	1	-	-	-	-
2005	영등포구	156	-	16	-	15	-	-	28	5	-	15	5	-	-	-	19	-	-	24	3	12	7	5	2	-	-	-	-
2005	동작구	66	-	6	-	5	-	-	12	2	-	10	1	-	-	-	9	-	-	14	-	2	4	1	-	-	-	-	-
2005	관악구	58	-	4	-	5	-	-	15	2	-	3	2	-	-	-	5	-	-	12	-	5	3	2	-	-	-	-	-
2005	서초구	202	-	20	-	17	-	-	32	17	-	19	15	-	-	-	29	-	-	30	2	10	7	3	1	-	-	-	-
2005	강남구	352	1	38	-	28	-	-	65	24	-	35	30	-	-	-	39	-	-	47	4	18	16	3	3	1	-	-	-
2005	송파구	134	-	8	-	13	-	-	25	8	-	14	4	-	-	-	20	-	-	22	-	7	6	6	1	-	-	-	-
2005	강동구	71	-	6	-	6	-	-	16	3	-	6	3	-	-	-	9	-	-	11	-	4	5	2	-	-	-	-	-
2006	합계	2,558	2	-	-	205	-	-	458	142	-	481	103	-	-	-	308	-	-	412	16	176	154	51	12	1	-	-	37
2006	종로구	154	-	-	-	12	-	-	29	11	-	25	4	-	-	-	14	-	-	23	1	8	11	1	1	-	-	-	14
2006	중구	241	1	-	-	15	-	-	38	11	-	51	9	-	-	-	25	-	-	36	4	14	10	5	-	-	-	-	22
2006	용산구	88	-	-	-	8	-	-	12	6	-	15	3	-	-	-	13	-	-	16	-	7	8	-	-	-	-	-	-
2006	성동구	66	-	-	-	9	-	-	10	3	-	12	4	-	-	-	7	-	-	9	-	7	5	-	-	-	-	-	-
2006	광진구	70	-	-	-	7	-	-	15	5	-	13	2	-	-	-	8	-	-	12	-	5	2	1	-	-	-	-	-
2006	동대문구	75	-	-	-	9	-	-	15	4	-	10	1	-	-	-	8	-	-	15	-	6	5	2	-	-	-	-	-
2006	중랑구	41	-	-	-	6	-	-	8	2	-	7	1	-	-	-	4	-	-	7	-	2	2	2	-	-	-	-	-
2006	성북구	69	-	-	-	6	-	-	14	3	-	10	1	-	-	-	13	-	-	14	-	4	4	-	-	-	-	-	-
2006	강북구	44	-	-	-	2	-	-	8	2	-	6	1	-	-	-	7	-	-	7	-	6	3	2	-	-	-	-	-
2006	도봉구	36	-	-	-	3	-	-	7	2	-	7	1	-	-	-	5	-	-	5	-	2	3	1	-	-	-	-	-
2006	노원구	75	-	-	-	3	-	-	15	1	-	13	3	-	-	-	9	-	-	14	-	7	8	1	1	-	-	-	-
2006	은평구	49	-	-	-	3	-	-	11	2	-	8	1	-	-	-	7	-	-	5	-	5	4	3	-	-	-	-	-
2006	서대문구	62	-	-	-	5	-	-	12	3	-	8	2	-	-	-	8	-	-	14	-	7	3	-	-	-	-	-	-
2006	마포구	96	-	-	-	8	-	-	16	7	-	18	4	-	-	-	14	-	-	12	-	6	6	4	1	-	-	-	-
2006	양천구	84	-	-	-	9	-	-	16	5	-	16	3	-	-	-	12	-	-	11	-	4	6	1	1	-	-	-	-
2006	강서구	73	-	-	-	3	-	-	12	4	-	21	2	-	-	-	6	-	-	11	-	6	5	3	-	-	-	-	-
2006	구로구	74	-	-	-	6	-	-	13	5	-	16	2	-	-	-	7	-	-	12	-	11	2	-	-	-	-	-	-
2006	금천구	57	-	-	-	3	-	-	12	1	-	9	-	-	-	-	6	-	-	9	-	9	5	2	1	-	-	-	-
2006	영등포구	161	-	-	-	14	-	-	28	7	-	32	5	-	-	-	20	-	-	25	3	13	7	5	2	-	-	-	-
2006	동작구	67	-	-	-	5	-	-	12	2	-	16	1	-	-	-	9	-	-	14	-	3	4	1	-	-	-	-	-
2006	관악구	60	-	-	-	5	-	-	15	2	-	9	1	-	-	-	4	-	-	13	-	5	4	2	-	-	-	-	-
2006	서초구	210	-	-	-	17	-	-	33	18	-	42	15	-	-	-	29	-	-	32	2	10	8	3	1	-	-	-	-
2006	강남구	386	1	-	-	28	-	-	66	24	-	79	29	-	-	-	42	-	-	56	6	18	27	5	3	1	-	-	1
2006	송파구	145	-	-	-	13	-	-	25	9	-	25	5	-	-	-	20	-	-	28	-	7	7	5	1	-	-	-	-
2006	강동구	75	-	-	-	6	-	-	16	3	-	13	3	-	-	-	11	-	-	12	-	4	5	2	-	-	-	-	-
2007	합계	2,613	2	-	-	182	-	-	477	148	-	452	99	-	-	-	325	-	-	434	16	197	177	53	11	1	-	-	38
2007	종로구	152	-	-	-	11	-	-	29	11	-	22	4	-	-	-	14	-	-	23	1	8	13	1	1	-	-	-	14
2007	중구	243	1	-	-	14	-	-	38	11	-	47	8	-	-	-	25	-	-	38	4	16	13	5	-	-	-	-	23
2007	용산구	91	-	-	-	7	-	-	14	6	-	14	3	-	-	-	13	-	-	16	-	8	10	-	-	-	-	-	-
2007	성동구	64	-	-	-	8	-	-	11	3	-	10	4	-	-	-	7	-	-	9	-	7	5	-	-	-	-	-	-
2007	광진구	69	-	-	-	6	-	-	16	5	-	12	2	-	-	-	8	-	-	12	-	5	2	1	-	-	-	-	-
2007	동대문구	76	-	-	-	8	-	-	15	4	-	10	1	-	-	-	9	-	-	15	-	6	6	2	-	-	-	-	-
2007	중랑구	40	-	-	-	6	-	-	8	2	-	6	1	-	-	-	4	-	-	7	-	2	2	2	-	-	-	-	-
2007	성북구	73	-	-	-	6	-	-	15	4	-	10	1	-	-	-	13	-	-	14	-	5	5	-	-	-	-	-	-
2007	강북구	42	-	-	-	2	-	-	8	2	-	5	1	-	-	-	7	-	-	6	-	6	3	2	-	-	-	-	-
2007	도봉구	38	-	-	-	3	-	-	8	2	-	7	1	-	-	-	5	-	-	6	-	2	3	1	-	-	-	-	-
2007	노원구	75	-	-	-	3	-	-	15	1	-	12	3	-	-	-	9	-	-	15	-	7	8	1	1	-	-	-	-
2007	은평구	49	-	-	-	3	-	-	11	2	-	8	1	-	-	-	7	-	-	5	-	5	4	3	-	-	-	-	-
2007	서대문구	66	-	-	-	5	-	-	12	3	-	9	2	-	-	-	9	-	-	15	-	7	4	-	-	-	-	-	-
2007	마포구	101	-	-	-	6	-	-	18	8	-	17	4	-	-	-	15	-	-	14	-	7	7	4	1	-	-	-	-
2007	양천구	84	-	-	-	9	-	-	17	5	-	14	3	-	-	-	13	-	-	11	-	5	6	1	-	-	-	-	-
2007	강서구	76	-	-	-	3	-	-	13	4	-	18	2	-	-	-	7	-	-	15	-	6	5	3	-	-	-	-	-
2007	구로구	76	-	-	-	5	-	-	14	5	-	14	2	-	-	-	7	-	-	14	-	12	3	-	-	-	-	-	-
2007	금천구	60	-	-	-	3	-	-	11	1	-	10	-	-	-	-	6	-	-	9	-	11	6	2	1	-	-	-	-
2007	영등포구	164	-	-	-	11	-	-	31	7	-	27	5	-	-	-	21	-	-	26	3	16	9	6	2	-	-	-	-
2007	동작구	63	-	-	-	4	-	-	12	2	-	14	1	-	-	-	9	-	-	13	-	3	4	1	-	-	-	-	-
2007	관악구	64	-	-	-	5	-	-	17	2	-	9	1	-	-	-	4	-	-	15	-	5	4	2	-	-	-	-	-
2007	서초구	216	-	-	-	16	-	-	33	19	-	43	12	-	-	-	30	-	-	34	2	14	9	3	1	-	-	-	-
2007	강남구	398	1	-	-	21	-	-	68	26	-	74	28	-	-	-	50	-	-	59	6	21	33	6	3	1	-	-	1
2007	송파구	154	-	-	-	11	-	-	27	10	-	27	6	-	-	-	22	-	-	29	-	8	8	5	1	-	-	-	-
2007	강동구	79	-	-	-	6	-	-	16	3	-	14	3	-	-	-	11	-	-	14	-	5	5	2	-	-	-	-	-
2008	합계	2,681	2	-	-	180	-	-	489	153	-	458	100	-	-	-	337	-	-	441	16	207	193	56	10	1	-	-	38
2008	종로구	152	-	-	-	11	-	-	27	11	-	22	4	-	-	-	14	-	-	23	1	7	16	1	1	-	-	-	14
2008	중구	235	1	-	-	13	-	-	37	11	-	44	7	-	-	-	24	-	-	37	4	16	13	5	-	-	-	-	23
2008	용산구	94	-	-	-	8	-	-	14	6	-	15	3	-	-	-	13	-	-	16	-	9	10	-	-	-	-	-	-
2008	성동구	62	-	-	-	7	-	-	12	3	-	10	4	-	-	-	7	-	-	8	-	6	5	-	-	-	-	-	-
2008	광진구	70	-	-	-	7	-	-	16	5	-	12	2	-	-	-	8	-	-	12	-	5	2	1	-	-	-	-	-
2008	동대문구	79	-	-	-	8	-	-	15	4	-	10	1	-	-	-	9	-	-	15	-	7	7	3	-	-	-	-	-
2008	중랑구	39	-	-	-	5	-	-	9	2	-	5	1	-	-	-	4	-	-	7	-	2	2	2	-	-	-	-	-
2008	성북구	75	-	-	-	6	-	-	15	4	-	11	1	-	-	-	13	-	-	13	-	6	5	1	-	-	-	-	-
2008	강북구	42	-	-	-	2	-	-	8	2	-	5	1	-	-	-	7	-	-	7	-	5	3	2	-	-	-	-	-
2008	도봉구	37	-	-	-	2	-	-	8	2	-	7	1	-	-	-	5	-	-	6	-	2	3	1	-	-	-	-	-
2008	노원구	77	-	-	-	2	-	-	15	1	-	13	3	-	-	-	10	-	-	15	-	7	9	1	1	-	-	-	-
2008	은평구	54	-	-	-	3	-	-	12	3	-	7	2	-	-	-	8	-	-	6	-	6	4	3	-	-	-	-	-
2008	서대문구	69	-	-	-	5	-	-	12	3	-	11	2	-	-	-	10	-	-	15	-	7	4	-	-	-	-	-	-
2008	마포구	105	-	-	-	6	-	-	17	8	-	17	4	-	-	-	15	-	-	17	-	8	8	4	1	-	-	-	-
2008	양천구	84	-	-	-	9	-	-	17	5	-	15	3	-	-	-	12	-	-	11	-	5	6	1	-	-	-	-	-
2008	강서구	79	-	-	-	3	-	-	14	4	-	18	1	-	-	-	9	-	-	15	-	6	6	3	-	-	-	-	-
2008	구로구	78	-	-	-	5	-	-	15	6	-	12	2	-	-	-	8	-	-	14	-	13	3	-	-	-	-	-	-
2008	금천구	61	-	-	-	2	-	-	11	2	-	10	-	-	-	-	6	-	-	10	-	11	6	2	1	-	-	-	-
2008	영등포구	167	-	-	-	10	-	-	31	7	-	28	5	-	-	-	22	-	-	27	3	17	10	6	1	-	-	-	-
2008	동작구	63	-	-	-	4	-	-	12	2	-	14	1	-	-	-	9	-	-	13	-	3	4	1	-	-	-	-	-
2008	관악구	66	-	-	-	4	-	-	17	2	-	10	1	-	-	-	4	-	-	16	-	5	5	2	-	-	-	-	-
2008	서초구	228	-	-	-	16	-	-	37	20	-	44	12	-	-	-	33	-	-	33	2	15	12	3	1	-	-	-	-
2008	강남구	409	1	-	-	22	-	-	70	26	-	75	29	-	-	-	51	-	-	59	6	24	34	7	3	1	-	-	1
2008	송파구	176	-	-	-	14	-	-	31	11	-	30	7	-	-	-	25	-	-	31	-	10	11	5	1	-	-	-	-
2008	강동구	80	-	-	-	6	-	-	17	3	-	13	3	-	-	-	11	-	-	15	-	5	5	2	-	-	-	-	-
2009	합계	2,630	2	-	-	199	-	-	470	155	-	410	99	-	-	-	326	-	-	440	15	212	194	55	10	2	-	-	41
2009	종로구	145	-	-	-	10	-	-	24	11	-	19	4	-	-	-	13	-	-	24	1	8	17	-	1	-	-	-	13
2009	중구	217	1	-	-	12	-	-	32	11	-	37	7	-	-	-	24	-	-	34	4	16	13	5	-	-	-	-	21
2009	용산구	90	-	-	-	8	-	-	15	5	-	12	2	-	-	-	13	-	-	16	-	9	10	-	-	-	-	-	-
2009	성동구	62	-	-	-	7	-	-	12	3	-	10	4	-	-	-	7	-	-	8	-	6	5	-	-	-	-	-	-
